iter	Passed	Remaining
1603	190312	996174
1604	190499	996412
1605	190715	996805
1606	190986	997478
1607	191120	997439
1608	191256	997410
1609	191406	997452
1610	191513	997271
1611	191634	997165
1612	191750	997031
1613	191861	996873
1614	191977	996736
1615	192162	996963
1616	192255	996710
1617	192352	996475
1618	192494	996477
1619	192606	996323
1620	192743	996297
1621	192879	996267
1622	192997	996141
1623	193101	995949
1624	193339	996440
1625	193449	996275
1626	193540	996011
1627	193662	995912
1628	193777	995773
1629	193905	995698
1630	194026	995591
1631	194127	995377
1632	194246	995259
1633	194451	995580
1634	194537	995296
1635	194647	995127
1636	194757	994962
1637	194879	994861
1638	194982	994661
1639	195096	994517
1640	195223	994438
1641	195347	994343
1642	195552	994663
1643	195669	994535
1644	195814	994548
1645	195943	994479
1646	196050	994299
1647	196166	994163
1648	196270	993968
1649	196381	993808
1650	196499	993685
1651	196655	993752
1652	196746	993494
1653	196861	993351
1654	196950	993084
1655	197041	992823
1656	197142	992610
1657	197266	992519
1658	197357	992261
1659	197460	992061
1660	197585	991969
1661	197730	991983
1662	197883	992036
1663	197973	991772
1664	198100	991690
1665	198199	991474
1666	198279	991158
1667	198363	990866
1668	198468	990676
1669	198584	990542
1670	198702	990418
1671	198857	990480
1672	199017	990569
1673	199132	990430
1674	199232	990213
1675	199341	990047
1676	199447	989866
1677	199550	989665
1678	199626	989336
1679	199711	989049
1680	199816	988859
1681	199915	988642
1682	200170	989197
1683	200290	989085
1684	200379	988814
1685	200505	988731
1686	200602	988503
1687	200697	988270
1688	200805	988097
1689	200953	988119
1690	201067	987978
1691	201268	988262
1692	201375	988081
1693	201462	987808
1694	201573	987649
1695	201685	987499
1696	201801	987363
1697	201909	987193
1698	202017	987021
1699	202106	986756
1700	202284	986923
1701	202412	986850
1702	202509	986623
1703	202609	986413
1704	202706	986187
1705	202813	986009
1706	202951	985983
1707	203057	985802
1708	203164	985625
1709	203269	985440
1710	203436	985557
1711	203543	985380
1712	203655	985228
1713	203766	985069
1714	203918	985111
1715	204024	984927
1716	204133	984761
1717	204198	984385
1718	204294	984153
1719	204405	983997
1720	204582	984157
1721	204685	983962
1722	204822	983931
1723	204925	983735
1724	205026	983534
1725	205104	983216
1726	205196	982968
1727	205319	982873
1728	205404	982590
1729	205483	982283
1730	205674	982509
1731	205784	982348
1732	205880	982121
1733	206006	982037
1734	206112	981856
1735	206225	981710
1736	206344	981592
1737	206452	981422
1738	206586	981376
1739	206726	981359
1740	206923	981611
1741	207023	981399
1742	207163	981380
1743	207274	981224
1744	207381	981049
1745	207481	980840
1746	207580	980632
1747	207678	980414
1748	207780	980213
1749	207964	980405
1750	208083	980285
1751	208171	980023
1752	208266	979792
1753	208369	979595
1754	208481	979448
1755	208593	979296
1756	208722	979227
1757	208840	979105
1758	208951	978947
1759	209138	979148
1760	209227	978891
1761	209328	978686
1762	209453	978600
1763	209560	978422
1764	209669	978259
1765	209771	978062
1766	209909	978032
1767	210049	978011
1768	210247	978264
1769	210331	977983
1770	210456	977893
1771	210562	977713
1772	210649	977447
1773	210757	977279
1774	210867	977118
1775	210955	976855
1776	211043	976594
1777	211151	976428
1778	211280	976357
1779	211460	976521
1780	211561	976318
1781	211681	976204
1782	211758	975894
1783	211870	975745
1784	211970	975537
1785	212050	975241
1786	212163	975099
1787	212276	974950
1788	212475	975203
1789	212583	975033
1790	212690	974859
1791	212796	974683
1792	212894	974471
1793	213006	974321
1794	213102	974099
1795	213208	973922
1796	213332	973828
1797	213437	973644
1798	213570	973590
1799	213760	973796
1800	213873	973652
1801	213981	973487
1802	214073	973246
1803	214188	973107
1804	214293	972929
1805	214415	972823
1806	214523	972658
1807	214636	972511
1808	214818	972682
1809	214940	972574
1810	215035	972351
1811	215121	972083
1812	215245	971986
1813	215362	971861
1814	215472	971706
1815	215565	971466
1816	215677	971320
1817	215794	971195
1818	215984	971398
1819	216074	971145
1820	216167	970915
1821	216265	970700
1822	216370	970520
1823	216485	970386
1824	216587	970192
1825	216696	970030
1826	216791	969805
1827	216896	969625
1828	217086	969827
1829	217181	969604
1830	217281	969399
1831	217396	969263
1832	217515	969147
1833	217622	968978
1834	217718	968759
1835	217809	968516
1836	217891	968233
1837	217992	968037
1838	218078	967777
1839	218239	967844
1840	218349	967688
1841	218442	967455
1842	218547	967278
1843	218651	967093
1844	218749	966886
1845	218857	966720
1846	218960	966533
1847	219077	966408
1848	219180	966217
1849	219374	966432
1850	219493	966318
1851	219618	966225
1852	219732	966087
1853	219803	965762
1854	219890	965501
1855	219968	965204
1856	220064	964987
1857	220155	964748
1858	220281	964662
1859	220386	964486
1860	220625	964893
1861	220710	964630
1862	220819	964470
1863	220937	964350
1864	221035	964142
1865	221142	963971
1866	221273	963908
1867	221398	963817
1868	221495	963604
1869	221674	963752
1870	221789	963617
1871	221902	963473
1872	222014	963328
1873	222110	963111
1874	222228	962989
1875	222336	962825
1876	222443	962657
1877	222558	962524
1878	222662	962344
1879	222870	962610
1880	222994	962514
1881	223084	962272
1882	223193	962112
1883	223291	961907
1884	223401	961751
1885	223499	961547
1886	223614	961411
1887	223726	961265
1888	223874	961273
1889	224035	961339
1890	224142	961168
1891	224252	961012
1892	224368	960883
1893	224472	960704
1894	224584	960560
1895	224703	960442
1896	224811	960277
1897	224923	960130
1898	225109	960300
